date,total,coal,renewable
01/04/15,2861,2861,0
02/04/15,2856,2856,0
03/04/15,2792,2792,0
04/04/15,2798,2798,0
05/04/15,2770,2770,0
06/04/15,2875,2875,0
07/04/15,2875,2875,0
08/04/15,2875,2875,0
09/04/15,2922,2922,0
10/04/15,2946,2946,0
11/04/15,2886,2886,0
12/04/15,2650,2650,0
13/04/15,2700,2700,0
14/04/15,2700,2700,0
15/04/15,2770,2770,0
16/04/15,2809,2809,0
17/04/15,2828,2828,0
18/04/15,2836,2836,0
19/04/15,2786,2786,0
20/04/15,2917,2917,0
21/04/15,3024,3024,0
22/04/15,3003,3003,0
23/04/15,2947,2947,0
24/04/15,2966,2966,0
25/04/15,2739,2739,0
26/04/15,2788,2788,0
27/04/15,2897,2897,0
28/04/15,2899,2899,0
29/04/15,2988,2988,0
30/04/15,2952,2952,0
01/05/15,2926,2926,0
02/05/15,2981,2981,0
03/05/15,2908,2908,0
04/05/15,3007,3007,0
05/05/15,3043,3043,0
06/05/15,3095,3095,0
07/05/15,3097,3097,0
08/05/15,3111,3111,0
09/05/15,3150,3150,0
10/05/15,3060,3060,0
11/05/15,3052,3052,0
12/05/15,3074,3074,0
13/05/15,3008,3008,0
14/05/15,3011,3011,0
15/05/15,3048,3048,0
16/05/15,2990,2990,0
17/05/15,2858,2858,0
18/05/15,2973,2973,0
19/05/15,2986,2986,0
20/05/15,3001,3001,0
21/05/15,3098,3098,0
22/05/15,3116,3116,0
23/05/15,3085,3085,0
24/05/15,2973,2973,0
25/05/15,3095,3095,0
26/05/15,3166,3166,0
27/05/15,3160,3160,0
28/05/15,3145,3145,0
29/05/15,3164,3164,0
30/05/15,3188,3188,0
31/05/15,3050,3050,0
01/06/15,2925,2925,0
02/06/15,2959,2959,0
03/06/15,3029,3029,0
04/06/15,3064,3064,0
05/06/15,3068,3068,0
06/06/15,3076,3076,0
07/06/15,2980,2980,0
08/06/15,3089,3089,0
09/06/15,3070,3070,0
10/06/15,3118,3118,0
11/06/15,3099,3099,0
12/06/15,3091,3091,0
13/06/15,3013,3013,0
14/06/15,2721,2721,0
15/06/15,2874,2874,0
16/06/15,2969,2969,0
17/06/15,3036,3036,0
18/06/15,3023,3023,0
19/06/15,3051,3051,0
20/06/15,2939,2939,0
21/06/15,2769,2769,0
22/06/15,2850,2850,0
23/06/15,2847,2847,0
24/06/15,2699,2699,0
25/06/15,2630,2630,0
26/06/15,2737,2737,0
27/06/15,2793,2793,0
28/06/15,2856,2856,0
29/06/15,2943,2943,0
30/06/15,2957,2957,0
02/07/15,3032,3032,0
03/07/15,3043,3043,0
04/07/15,3010,3010,0
05/07/15,2982,2982,0
06/07/15,2966,2966,0
07/07/15,3015,3015,0
08/07/15,3019,3019,0
09/07/15,2978,2978,0
10/07/15,2915,2915,0
11/07/15,2875,2875,0
12/07/15,2758,2758,0
13/07/15,2960,2960,0
14/07/15,3121,3121,0
15/07/15,3119,3119,0
16/07/15,3077,3077,0
17/07/15,3066,3066,0
18/07/15,3040,3040,0
19/07/15,2852,2852,0
20/07/15,2915,2915,0
21/07/15,2971,2971,0
22/07/15,2987,2987,0
23/07/15,3028,3028,0
24/07/15,3027,3027,0
25/07/15,2981,2981,0
26/07/15,2711,2711,0
27/07/15,2807,2807,0
28/07/15,2846,2846,0
29/07/15,2865,2865,0
30/07/15,2885,2885,0
31/07/15,2866,2866,0
01/08/15,2827,2827,0
02/08/15,2775,2775,0
03/08/15,2877,2877,0
04/08/15,2883,2883,0
05/08/15,2887,2887,0
06/08/15,2944,2944,0
07/08/15,2975,2975,0
08/08/15,2962,2962,0
09/08/15,2915,2915,0
10/08/15,3062,3062,0
11/08/15,3041,3041,0
12/08/15,3001,3001,0
13/08/15,3005,3005,0
14/08/15,3014,3014,0
15/08/15,2904,2904,0
16/08/15,2846,2846,0
17/08/15,3007,3007,0
18/08/15,3062,3062,0
19/08/15,3052,3052,0
20/08/15,3075,3075,0
21/08/15,3054,3054,0
22/08/15,3057,3057,0
23/08/15,2941,2941,0
24/08/15,3058,3058,0
25/08/15,3165,3165,0
26/08/15,3223,3223,0
27/08/15,3245,3245,0
28/08/15,3253,3253,0
29/08/15,3197,3197,0
30/08/15,3115,3115,0
31/08/15,3247,3247,0
01/09/15,3265,3265,0
02/09/15,3248,3248,0
03/09/15,3324,3324,0
04/09/15,3318,3318,0
05/09/15,3307,3307,0
06/09/15,3208,3208,0
07/09/15,3289,3289,0
08/09/15,3306,3306,0
09/09/15,3304,3304,0
10/09/15,3313,3313,0
11/09/15,3285,3285,0
12/09/15,3252,3252,0
13/09/15,3174,3174,0
14/09/15,3232,3232,0
15/09/15,3248,3248,0
16/09/15,3202,3202,0
17/09/15,3095,3095,0
18/09/15,3041,3041,0
19/09/15,2971,2971,0
20/09/15,2813,2813,0
21/09/15,2849,2849,0
22/09/15,2864,2864,0
23/09/15,2889,2889,0
24/09/15,2908,2908,0
25/09/15,2950,2950,0
26/09/15,2967,2967,0
27/09/15,2954,2954,0
28/09/15,3086,3086,0
29/09/15,3187,3187,0
30/09/15,3175,3175,0
01/10/15,3184,3184,0
02/10/15,3120,3120,0
03/10/15,3094,3094,0
04/10/15,3027,3027,0
05/10/15,3134,3134,0
06/10/15,3191,3191,0
07/10/15,3240,3240,0
08/10/15,3265,3265,0
10/10/15,3237,3237,0
11/10/15,3156,3156,0
12/10/15,3212,3212,0
13/10/15,3263,3263,0
14/10/15,3248,3248,0
15/10/15,3240,3240,0
16/10/15,3254,3254,0
17/10/15,3263,3263,0
18/10/15,3192,3192,0
19/10/15,3271,3271,0
20/10/15,3298,3298,0
21/10/15,3269,3269,0
22/10/15,3120,3120,0
23/10/15,3118,3118,0
24/10/15,3113,3113,0
25/10/15,3061,3061,0
26/10/15,3061,3061,0
27/10/15,3113,3113,0
28/10/15,2992,2992,0
29/10/15,2922,2922,0
30/10/15,2912,2912,0
31/10/15,2903,2903,0
01/11/15,2877,2877,0
02/11/15,2973,2973,0
03/11/15,3024,3024,0
04/11/15,3049,3049,0
05/11/15,3013,3013,0
06/11/15,3033,3033,0
07/11/15,3004,3004,0
08/11/15,2977,2977,0
09/11/15,2902,2902,0
10/11/15,2785,2785,0
11/11/15,2649,2649,0
12/11/15,2639,2639,0
13/11/15,2692,2692,0
14/11/15,2721,2721,0
15/11/15,2754,2754,0
16/11/15,2779,2779,0
17/11/15,2791,2791,0
18/11/15,2792,2792,0
19/11/15,2777,2777,0
20/11/15,2753,2753,0
21/11/15,2731,2731,0
22/11/15,2723,2723,0
23/11/15,2797,2797,0
24/11/15,2820,2820,0
25/11/15,2847,2847,0
26/11/15,2848,2848,0
27/11/15,2813,2813,0
28/11/15,2861,2861,0
29/11/15,2737,2737,0
30/11/15,2819,2819,0
01/12/15,2847,2847,0
02/12/15,2785,2785,0
03/12/15,2797,2797,0
04/12/15,2793,2793,0
05/12/15,2798,2798,0
06/12/15,2728,2728,0
07/12/15,2814,2814,0
08/12/15,2859,2859,0
09/12/15,2853,2853,0
10/12/15,2879,2879,0
11/12/15,2868,2868,0
12/12/15,2898,2898,0
13/12/15,2819,2819,0
14/12/15,2865,2865,0
15/12/15,2906,2906,0
16/12/15,2946,2946,0
17/12/15,2933,2933,0
18/12/15,2924,2924,0
19/12/15,2948,2948,0
20/12/15,2870,2870,0
21/12/15,2951,2951,0
22/12/15,3002,3002,0
23/12/15,2984,2984,0
24/12/15,2934,2934,0
25/12/15,2896,2896,0
26/12/15,2866,2866,0
27/12/15,2785,2785,0
28/12/15,2844,2844,0
29/12/15,2891,2891,0
30/12/15,2928,2928,0
31/12/15,2914,2914,0
01/01/16,2904,2904,0
02/01/16,2930,2930,0
03/01/16,2911,2911,0
04/01/16,2972,2972,0
05/01/16,3010,3010,0
06/01/16,0,#VALUE!,0
07/01/16,3015,3015,0
08/01/16,2988,2988,0
09/01/16,2965,2965,0
10/01/16,2920,2920,0
11/01/16,2984,2984,0
12/01/16,3041,3041,0
13/01/16,3020,3020,0
14/01/16,2955,2955,0
15/01/16,2896,2896,0
16/01/16,2865,2865,0
17/01/16,2860,2860,0
18/01/16,2940,2940,0
19/01/16,2910,2910,0
20/01/16,2896,2896,0
21/01/16,2934,2934,0
22/01/16,2913,2913,0
23/01/16,2921,2921,0
24/01/16,2886,2886,0
25/01/16,2981,2981,0
26/01/16,2875,2875,0
27/01/16,2994,2994,0
28/01/16,3056,3056,0
29/01/16,3044,3044,0
30/01/16,3029,3029,0
31/01/16,2927,2927,0
01/02/16,3001,3001,0
02/02/16,3023,3023,0
03/02/16,3038,3038,0
04/02/16,3049,3049,0
05/02/16,3044,3044,0
06/02/16,3037,3037,0
07/02/16,2963,2963,0
08/02/16,3006,3006,0
09/02/16,3051,3051,0
10/02/16,3054,3054,0
11/02/16,3048,3048,0
12/02/16,3039,3039,0
13/02/16,3020,3020,0
15/02/16,3012,3012,0
16/02/16,3004,3004,0
17/02/16,3016,3016,0
18/02/16,3019,3019,0
19/02/16,3087,3087,0
20/02/16,3083,3083,0
21/02/16,2976,2976,0
22/02/16,3085,3085,0
23/02/16,3112,3112,0
24/02/16,3128,3128,0
25/02/16,3145,3145,0
26/02/16,3130,3130,0
27/02/16,3093,3093,0
28/02/16,3016,3016,0
29/02/16,3106,3106,0
01/03/16,3132,3132,0
02/03/16,3145,3145,0
03/03/16,3150,3150,0
04/03/16,3159,3159,0
05/03/16,3065,3065,0
06/03/16,2912,2912,0
07/03/16,3017,3017,0
08/03/16,3074,3074,0
09/03/16,3177,3177,0
10/03/16,3194,3194,0
11/03/16,3142,3142,0
12/03/16,3025,3025,0
13/03/16,2881,2881,0
14/03/16,2983,2983,0
15/03/16,3053,3053,0
16/03/16,3078,3078,0
17/03/16,3113,3113,0
18/03/16,3134,3134,0
19/03/16,3124,3124,0
20/03/16,3037,3037,0
21/03/16,3140,3140,0
22/03/16,3154,3154,0
23/03/16,3119,3119,0
25/03/16,3016,3016,0
26/03/16,3136,3136,0
27/03/16,3053,3053,0
28/03/16,3112,3112,0
29/03/16,3201,3201,0
30/03/16,3210,3210,0
31/03/16,3229,3229,0
01/04/16,3196,3196,0
02/04/16,3231,3231,0
03/04/16,3153,3153,0
04/04/16,3283,3283,0
05/04/16,3284,3284,0
06/04/16,3254,3254,0
07/04/16,3258,3258,0
08/04/16,3248,3248,0
09/04/16,3242,3242,0
10/04/16,3181,3181,0
11/04/16,3253,3253,0
12/04/16,3302,3302,0
13/04/16,3267,3267,0
14/04/16,3310,3310,0
15/04/16,3344,3344,0
16/04/16,3348,3348,0
17/04/16,3238,3238,0
18/04/16,3395,3395,0
19/04/16,3431,3431,0
20/04/16,3450,3450,0
21/04/16,3347,3347,0
22/04/16,3269,3269,0
23/04/16,3288,3288,0
24/04/16,3206,3206,0
25/04/16,3328,3328,0
26/04/16,3385,3385,0
27/04/16,3367,3367,0
28/04/16,3432,3432,0
29/04/16,3467,3467,0
30/04/16,3400,3400,0
01/05/16,3190,3190,0
02/05/16,3355,3355,0
03/05/16,3387,3387,0
04/05/16,3299,3299,0
05/05/16,3275,3275,0
06/05/16,3250,3250,0
07/05/16,3315,3315,0
08/05/16,3200,3200,0
09/05/16,3353,3353,0
10/05/16,3331,3331,0
11/05/16,604,#VALUE!,0
12/05/16,3386,3386,0
13/05/16,3367,3367,0
14/05/16,3362,3362,0
15/05/16,3312,3312,0
16/05/16,3328,3328,0
17/05/16,3333,3333,0
18/05/16,3300,3300,0
19/05/16,3288,3288,0
20/05/16,3173,3173,0
21/05/16,3085,3085,0
22/05/16,3066,3066,0
23/05/16,3009,3009,0
24/05/16,2965,2965,0
25/05/16,2996,2996,0
26/05/16,3110,3110,0
27/05/16,3221,3221,0
28/05/16,3174,3174,0
29/05/16,2847,2847,0
30/05/16,2971,2971,0
31/05/16,3129,3129,0
01/06/16,3225,3225,0
02/06/16,3259,3259,0
03/06/16,3354,3354,0
04/06/16,3347,3347,0
05/06/16,3216,3216,0
06/06/16,3265,3265,0
07/06/16,3259,3259,0
08/06/16,3243,3243,0
09/06/16,3229,3229,0
10/06/16,3218,3218,0
11/06/16,3101,3101,0
12/06/16,3024,3024,0
13/06/16,3111,3111,0
14/06/16,3121,3121,0
15/06/16,3165,3165,0
16/06/16,3234,3234,0
17/06/16,3312,3312,0
18/06/16,3296,3296,0
19/06/16,3209,3209,0
20/06/16,3310,3310,0
21/06/16,3265,3265,0
22/06/16,3185,3185,0
23/06/16,3207,3207,0
24/06/16,3238,3238,0
25/06/16,3230,3230,0
26/06/16,3142,3142,0
27/06/16,3202,3202,0
28/06/16,3167,3167,0
29/06/16,3221,3221,0
30/06/16,3240,3240,0
01/07/16,3118,3118,0
02/07/16,2846,2846,0
03/07/16,2727,2727,0
04/07/16,2853,2853,0
05/07/16,2927,2927,0
06/07/16,2881,2881,0
07/07/16,3022,3022,0
08/07/16,3038,3038,0
09/07/16,2901,2901,0
10/07/16,2827,2827,0
11/07/16,2948,2948,0
12/07/16,2995,2995,0
13/07/16,3138,3138,0
14/07/16,3163,3163,0
15/07/16,3130,3130,0
16/07/16,2960,2960,0
17/07/16,2766,2766,0
18/07/16,2852,2852,0
19/07/16,2992,2992,0
20/07/16,3108,3108,0
21/07/16,3148,3148,0
22/07/16,3177,3177,0
23/07/16,3145,3145,0
24/07/16,3112,3112,0
25/07/16,3234,3234,0
26/07/16,3269,3269,0
27/07/16,3131,3131,0
28/07/16,3164,3164,0
29/07/16,3044,3044,0
30/07/16,2995,2995,0
31/07/16,2897,2897,0
01/08/16,2844,2844,0
02/08/16,2835,2835,0
03/08/16,2889,2889,0
04/08/16,2970,2970,0
05/08/16,3029,3029,0
06/08/16,2954,2954,0
07/08/16,2872,2872,0
08/08/16,3010,3010,0
09/08/16,3025,3025,0
10/08/16,2990,2990,0
11/08/16,2977,2977,0
12/08/16,3002,3002,0
13/08/16,3001,3001,0
14/08/16,2902,2902,0
15/08/16,2793,2793,0
16/08/16,2952,2952,0
17/08/16,3030,3030,0
18/08/16,3011,3011,0
19/08/16,3120,3120,0
20/08/16,3167,3167,0
21/08/16,3126,3126,0
22/08/16,3202,3202,0
23/08/16,3235,3235,0
24/08/16,3196,3196,0
25/08/16,3170,3170,0
26/08/16,3176,3176,0
27/08/16,3168,3168,0
28/08/16,3058,3058,0
29/08/16,3155,3155,0
30/08/16,3164,3164,0
31/08/16,3094,3094,0
01/09/16,3000,3000,0
02/09/16,3020,3020,0
03/09/16,3028,3028,0
04/09/16,2981,2981,0
05/09/16,3062,3062,0
06/09/16,3238,3238,0
07/09/16,3343,3343,0
08/09/16,3463,3463,0
09/09/16,3523,3523,0
10/09/16,3466,3466,0
11/09/16,3366,3366,0
12/09/16,3482,3482,0
13/09/16,3486,3486,0
14/09/16,3416,3416,0
15/09/16,3296,3296,0
16/09/16,3268,3268,0
17/09/16,3163,3163,0
18/09/16,3076,3076,0
19/09/16,3190,3190,0
20/09/16,3249,3249,0
21/09/16,3224,3224,0
22/09/16,3146,3146,0
23/09/16,3161,3161,0
24/09/16,3071,3071,0
25/09/16,2985,2985,0
26/09/16,3133,3133,0
27/09/16,3165,3165,0
28/09/16,3175,3175,0
29/09/16,3173,3173,0
30/09/16,3184,3184,0
01/10/16,3197,3197,0
02/10/16,3236,3236,0
03/10/16,3295,3295,0
04/10/16,3229,3229,0
05/10/16,3209,3209,0
06/10/16,3247,3247,0
07/10/16,3161,3161,0
08/10/16,3026,3026,0
09/10/16,3000,3000,0
10/10/16,2915,2915,0
11/10/16,3040,3040,0
12/10/16,3148,3148,0
13/10/16,3187,3187,0
14/10/16,3225,3225,0
15/10/16,3175,3175,0
16/10/16,3220,3220,0
17/10/16,3264,3264,0
18/10/16,3334,3334,0
19/10/16,3264,3264,0
20/10/16,3322,3322,0
21/10/16,3300,3300,0
22/10/16,3214,3214,0
23/10/16,3230,3230,0
24/10/16,3305,3305,0
25/10/16,3346,3346,0
26/10/16,3320,3320,0
27/10/16,3240,3240,0
28/10/16,3194,3194,0
29/10/16,3013,3013,0
30/10/16,2950,2950,0
31/10/16,2932,2932,0
01/11/16,2971,2971,0
02/11/16,3077,3077,0
03/11/16,3133,3133,0
04/11/16,3181,3181,0
05/11/16,3185,3185,0
06/11/16,3071,3071,0
07/11/16,3144,3144,0
08/11/16,3170,3170,0
09/11/16,3181,3181,0
10/11/16,3134,3134,0
11/11/16,3158,3158,0
12/11/16,3105,3105,0
13/11/16,3021,3021,0
14/11/16,3074,3074,0
15/11/16,3130,3130,0
16/11/16,3073,3073,0
17/11/16,3046,3046,0
18/11/16,3061,3061,0
19/11/16,3078,3078,0
20/11/16,2958,2958,0
21/11/16,3054,3054,0
22/11/16,3108,3108,0
23/11/16,3100,3100,0
24/11/16,3090,3090,0
25/11/16,3049,3049,0
26/11/16,3055,3055,0
27/11/16,2990,2990,0
28/11/16,3087,3087,0
29/11/16,3135,3135,0
30/11/16,3071,3071,0
01/12/16,3038,3038,0
02/12/16,2993,2993,0
03/12/16,2964,2964,0
04/12/16,2889,2889,0
05/12/16,3038,3038,0
06/12/16,3036,3036,0
07/12/16,3064,3064,0
08/12/16,3106,3106,0
09/12/16,3116,3116,0
10/12/16,3073,3073,0
11/12/16,3044,3044,0
12/12/16,2973,2973,0
13/12/16,2879,2879,0
14/12/16,2954,2954,0
15/12/16,3005,3005,0
16/12/16,3066,3066,0
17/12/16,3069,3069,0
18/12/16,3000,3000,0
19/12/16,3082,3082,0
20/12/16,3093,3093,0
21/12/16,3135,3135,0
22/12/16,3161,3161,0
23/12/16,3176,3176,0
24/12/16,3157,3157,0
25/12/16,3009,3009,0
26/12/16,3076,3076,0
27/12/16,3107,3107,0
28/12/16,3127,3127,0
29/12/16,3124,3124,0
30/12/16,3123,3123,0
31/12/16,3110,3110,0
01/01/17,3008,3008,0
02/01/17,3095,3095,0
03/01/17,3153,3153,0
04/01/17,3202,3202,0
05/01/17,3223,3223,0
06/01/17,3200,3200,0
07/01/17,3083,3083,0
08/01/17,2993,2993,0
09/01/17,3097,3097,0
10/01/17,3136,3136,0
11/01/17,3135,3135,0
12/01/17,3141,3141,0
13/01/17,3112,3112,0
14/01/17,2931,2931,0
15/01/17,2892,2892,0
16/01/17,3030,3030,0
17/01/17,3108,3108,0
18/01/17,3085,3085,0
19/01/17,3042,3042,0
20/01/17,3070,3070,0
21/01/17,3101,3101,0
22/01/17,2999,2999,0
23/01/17,3116,3116,0
24/01/17,3160,3160,0
25/01/17,3167,3167,0
26/01/17,2888,2888,0
27/01/17,2883,2883,0
28/01/17,2986,2986,0
29/01/17,2922,2922,0
30/01/17,3064,3064,0
31/01/17,3124,3124,0
01/02/17,3135,3135,0
02/02/17,3129,3129,0
03/02/17,3127,3127,0
04/02/17,3059,3059,0
05/02/17,2971,2971,0
06/02/17,3089,3089,0
07/02/17,3089,3089,0
08/02/17,3200,3200,0
09/02/17,3173,3173,0
10/02/17,3194,3194,0
11/02/17,3147,3147,0
12/02/17,3026,3026,0
13/02/17,3057,3057,0
14/02/17,3122,3122,0
15/02/17,3167,3167,0
16/02/17,3186,3186,0
17/02/17,3146,3146,0
18/02/17,3204,3204,0
19/02/17,3129,3129,0
20/02/17,3195,3195,0
21/02/17,3181,3181,0
22/02/17,3295,3295,0
23/02/17,3303,3303,0
24/02/17,3274,3274,0
25/02/17,3272,3272,0
26/02/17,3233,3233,0
27/02/17,3282,3282,0
28/02/17,3312,3312,0
01/03/17,3305,3305,0
02/03/17,3308,3308,0
03/03/17,3345,3345,0
04/03/17,3323,3323,0
05/03/17,3237,3237,0
06/03/17,3321,3321,0
07/03/17,3323,3323,0
08/03/17,3261,3261,0
09/03/17,3235,3235,0
10/03/17,3030,3030,0
11/03/17,2982,2982,0
12/03/17,2981,2981,0
13/03/17,2850,2850,0
14/03/17,3014,3014,0
15/03/17,3112,3112,0
16/03/17,3190,3190,0
17/03/17,3236,3236,0
18/03/17,3206,3206,0
19/03/17,3129,3129,0
20/03/17,3257,3257,0
21/03/17,3331,3331,0
22/03/17,3368,3368,0
23/03/17,3399,3399,0
24/03/17,3469,3469,0
25/03/17,3454,3454,0
26/03/17,3366,3366,0
27/03/17,3485,3485,0
01/04/17,3471,3471,0
02/04/17,3341,3341,0
03/04/17,3405,3405,0
04/04/17,3418,3418,0
05/04/17,3318,3318,0
06/04/17,3341,3341,0
07/04/17,3432,3432,0
08/04/17,3420,3420,0
09/04/17,3271,3271,0
10/04/17,3329,3329,0
11/04/17,3422,3422,0
12/04/17,3497,3497,0
13/04/17,3572,3572,0
14/04/17,3533,3533,0
15/04/17,3497,3497,0
16/04/17,3342,3342,0
17/04/17,3458,3458,0
18/04/17,3569,3569,0
19/04/17,3541,3541,0
20/04/17,3473,3473,0
21/04/17,3465,3465,0
22/04/17,3357,3357,0
23/04/17,3281,3281,0
24/04/17,3351,3351,0
25/04/17,3437,3437,0
26/04/17,3492,3492,0
27/04/17,3505,3505,0
28/04/17,3551,3551,0
29/04/17,3494,3494,0
30/04/17,3367,3367,0
01/05/17,3290,3290,0
02/05/17,3464,3464,0
03/05/17,3511,3511,0
04/05/17,3574,3574,0
05/05/17,3623,3623,0
06/05/17,3599,3599,0
07/05/17,3386,3386,0
08/05/17,3554,3554,0
09/05/17,3447,3447,0
10/05/17,3502,3502,0
11/05/17,3588,3588,0
12/05/17,3657,3657,0
13/05/17,3602,3602,0
14/05/17,3421,3421,0
15/05/17,3464,3464,0
16/05/17,3500,3500,0
17/05/17,3454,3454,0
18/05/17,3473,3473,0
19/05/17,3408,3408,0
20/05/17,3412,3412,0
21/05/17,3276,3276,0
22/05/17,3382,3382,0
23/05/17,3482,3482,0
24/05/17,3517,3517,0
25/05/17,3540,3540,0
26/05/17,3432,3432,0
27/05/17,3249,3249,0
28/05/17,3138,3138,0
29/05/17,3085,3085,0
30/05/17,3210,3210,0
31/05/17,3247,3247,0
01/06/17,3374,3374,0
02/06/17,3460,3460,0
03/06/17,3421,3421,0
04/06/17,3292,3292,0
05/06/17,3382,3382,0
06/06/17,3353,3353,0
07/06/17,3205,3205,0
08/06/17,3232,3232,0
09/06/17,3212,3212,0
10/06/17,3144,3144,0
11/06/17,3014,3014,0
12/06/17,3172,3172,0
13/06/17,3264,3264,0
14/06/17,3356,3356,0
15/06/17,3349,3349,0
16/06/17,3269,3269,0
17/06/17,3312,3312,0
18/06/17,3279,3279,0
19/06/17,3247,3247,0
20/06/17,3113,3113,0
21/06/17,3103,3103,0
22/06/17,3154,3154,0
23/06/17,3215,3215,0
24/06/17,3187,3187,0
25/06/17,3128,3128,0
26/06/17,3204,3204,0
27/06/17,3220,3220,0
28/06/17,3082,3082,0
29/06/17,2931,2931,0
30/06/17,2910,2910,0
01/07/17,2869,2869,0
02/07/17,2757,2757,0
03/07/17,2912,2912,0
04/07/17,2958,2958,0
05/07/17,3004,3004,0
06/07/17,3052,3052,0
07/07/17,3191,3191,0
08/07/17,3308,3308,0
09/07/17,3251,3251,0
10/07/17,3269,3269,0
11/07/17,3172,3172,0
12/07/17,3135,3135,0
13/07/17,3115,3115,0
14/07/17,3128,3128,0
15/07/17,3145,3145,0
16/07/17,3087,3087,0
17/07/17,3168,3168,0
18/07/17,3197,3197,0
19/07/17,3212,3212,0
20/07/17,3176,3176,0
21/07/17,3199,3199,0
22/07/17,3130,3130,0
23/07/17,2945,2945,0
24/07/17,2980,2980,0
25/07/17,3063,3063,0
10/08/17,3416,3416,0
11/08/17,3349,3349,0
12/08/17,3251,3251,0
13/08/17,3216,3216,0
14/08/17,3380,3380,0
15/08/17,3272,3272,0
16/08/17,3368,3368,0
01/09/17,3118,3118,0
02/09/17,3150,3150,0
03/09/17,3097,3097,0
04/09/17,3306,3306,0
05/09/17,3341,3341,0
06/09/17,3422,3422,0
07/09/17,3472,3472,0
08/09/17,3494,3494,0
09/09/17,3531,3531,0
10/09/17,3505,3505,0
11/09/17,3586,3586,0
12/09/17,3609,3609,0
13/09/17,3623,3623,0
14/09/17,3562,3562,0
15/09/17,3562,3562,0
16/09/17,3497,3497,0
17/09/17,3270,3270,0
18/09/17,3260,3260,0
19/09/17,3285,3285,0
20/09/17,3294,3294,0
21/09/17,3376,3376,0
22/09/17,1030,#VALUE!,0
23/09/17,3299,3299,0
24/09/17,3271,3271,0
25/09/17,3393,3393,0
26/09/17,3460,3460,0
27/09/17,3465,3465,0
28/09/17,3413,3413,0
29/09/17,3316,3316,0
30/09/17,3219,3219,0
03/10/17,3377,3377,0
04/10/17,3436,3436,0
05/10/17,3482,3482,0
06/10/17,3461,3461,0
07/10/17,3463,3463,0
08/10/17,3321,3321,0
09/10/17,3375,3375,0
10/10/17,3418,3418,0
11/10/17,3423,3423,0
12/10/17,3437,3437,0
13/10/17,3423,3423,0
14/10/17,3375,3375,0
15/10/17,3351,3351,0
16/10/17,3256,3256,0
17/10/17,3368,3368,0
18/10/17,3278,3278,0
19/10/17,3090,3090,0
20/10/17,2988,2988,0
21/10/17,2999,2999,0
22/10/17,2995,2995,0
23/10/17,3197,3197,0
24/10/17,3327,3327,0
25/10/17,3349,3349,0
26/10/17,3309,3309,0
27/10/17,3307,3307,0
28/10/17,3292,3292,0
29/10/17,3191,3191,0
30/10/17,3213,3213,0
31/10/17,3229,3229,0
01/11/17,3195,3195,0
02/11/17,3208,3208,0
03/11/17,3200,3200,0
04/11/17,3140,3140,0
05/11/17,3049,3049,0
06/11/17,3169,3169,0
07/11/17,3221,3221,0
08/11/17,3244,3244,0
09/11/17,3273,3273,0
10/11/17,3236,3236,0
11/11/17,3175,3175,0
12/11/17,3053,3053,0
13/11/17,3209,3209,0
14/11/17,3209,3209,0
15/11/17,3165,3165,0
16/11/17,3150,3150,0
17/11/17,3166,3166,0
18/11/17,3142,3142,0
19/11/17,3053,3053,0
20/11/17,3109,3109,0
21/11/17,3144,3144,0
22/11/17,3164,3164,0
23/11/17,3170,3170,0
24/11/17,3213,3213,0
25/11/17,3159,3159,0
26/11/17,3044,3044,0
27/11/17,3144,3144,0
28/11/17,3183,3183,0
29/11/17,3145,3145,0
30/11/17,3074,3074,0
01/12/17,3029,3029,0
02/12/17,3034,3034,0
03/12/17,2940,2940,0
04/12/17,3025,3025,0
05/12/17,2955,2955,0
06/12/17,3000,3000,0
07/12/17,3059,3059,0
08/12/17,3112,3112,0
09/12/17,3125,3125,0
10/12/17,3038,3038,0
11/12/17,3086,3086,0
12/12/17,3094,3094,0
13/12/17,3207,3207,0
14/12/17,3148,3148,0
15/12/17,3136,3136,0
16/12/17,3036,3036,0
17/12/17,2958,2958,0
18/12/17,3091,3091,0
19/12/17,3121,3121,0
20/12/17,3173,3173,0
21/12/17,3165,3165,0
22/12/17,3191,3191,0
23/12/17,3192,3192,0
24/12/17,3112,3112,0
25/12/17,3156,3156,0
26/12/17,3231,3231,0
27/12/17,3216,3216,0
28/12/17,3214,3214,0
29/12/17,3225,3225,0
30/12/17,3212,3212,0
31/12/17,3136,3136,0
01/01/18,3138,3138,0
02/01/18,3221,3221,0
03/01/18,3267,3267,0
04/01/18,3298,3298,0
05/01/18,3323,3323,0
06/01/18,3293,3293,0
07/01/18,3179,3179,0
08/01/18,3253,3253,0
09/01/18,3271,3271,0
10/01/18,3285,3285,0
11/01/18,3316,3316,0
12/01/18,3356,3356,0
13/01/18,3352,3352,0
14/01/18,3133,3133,0
15/01/18,3167,3167,0
16/01/18,3270,3270,0
17/01/18,3331,3331,0
18/01/18,3306,3306,0
19/01/18,3308,3308,0
20/01/18,3298,3298,0
21/01/18,3195,3195,0
22/01/18,3274,3274,0
23/01/18,3264,3264,0
24/01/18,3277,3277,0
25/01/18,3313,3313,0
26/01/18,3140,3140,0
27/01/18,3225,3225,0
28/01/18,3196,3196,0
29/01/18,3271,3271,0
30/01/18,3263,3263,0
31/01/18,3270,3270,0
01/02/18,3264,3264,0
